,loss,accuracy,val_loss,val_accuracy
0,1.8353790044784546,0.2514464855194092,1.8124346733093262,0.24922600388526917
1,1.8123936653137207,0.2512398362159729,1.8075751066207886,0.24922600388526917
2,1.8108494281768799,0.25130870938301086,1.8072551488876343,0.24922600388526917
3,1.8075352907180786,0.2516186833381653,1.798295259475708,0.24922600388526917
4,1.7947529554367065,0.25489047169685364,1.7831552028656006,0.2575851380825043
5,1.7891613245010376,0.25661247968673706,1.7822469472885132,0.2551083564758301
6,1.78761625289917,0.2537195086479187,1.7789931297302246,0.2572755515575409
7,1.7865958213806152,0.2545805275440216,1.7786444425582886,0.25541794300079346
8,1.785051941871643,0.2560614347457886,1.7727956771850586,0.2560371458530426
9,1.7834683656692505,0.2565780282020569,1.7682461738586426,0.25665634870529175
10,1.781859040260315,0.25485605001449585,1.765392541885376,0.260990709066391
11,1.7782624959945679,0.2540639340877533,1.761399507522583,0.2557275593280792
12,1.7749089002609253,0.256371408700943,1.7487306594848633,0.2665634751319885
13,1.770453691482544,0.2581278383731842,1.7345958948135376,0.28544890880584717
14,1.7610595226287842,0.26443037390708923,1.731637716293335,0.2944272458553314
15,1.7524230480194092,0.2688731253147125,1.711604118347168,0.2959752380847931
16,1.7458127737045288,0.2763465940952301,1.6934168338775635,0.29876160621643066
17,1.742467999458313,0.27572667598724365,1.6875354051589966,0.3043343722820282
18,1.7334972620010376,0.28333792090415955,1.683666467666626,0.3092879354953766
19,1.7318443059921265,0.2830279767513275,1.6744335889816284,0.3198142349720001
